anime_titles,anime_ids,anime_genres
Castle Town Dandelion,16857,"['action', 'comedy', 'slice of life']"
Funassyi no Funafunafuna Biyori,16859,"['comedy', 'slice of life']"
Go-Go Tamagotchi!,16860,[]
Tamagotchi! Tama Tomo Daishū GO!,16861,[]
Girls und Panzer: This is the Real Anzio Battle!,16863,['tournament']
Girls und Panzer der Film,16864,[]
Jewelpet: Magical Change,16865,"['comedy', 'magic']"
Gekijōban Date A Live: Mayuri Judgment,16866,"['action', 'comedy', 'drama', 'fantasy', 'romance', 'science fiction']"
Nanatsu no Taizai,16867,[]
Junjō Romantica 3,16868,"['comedy', 'drama', 'romance']"
Nyuru Nyuru!! Kakusen-kun 2-ki,16869,[]
Wakaba Girl,16870,['slice of life']
The Testament of Sister New Devil BURST,16888,"['action', 'supernatural']"
Chaos Dragon,16889,"['action', 'fantasy']"
Gekijō-ban Haikyu!! Owari to Hajimari,16890,['tournament']
Gekijō-ban Haikyu!! Shōsha to Haisha,16891,[]
STARMYU,16892,"['comedy', 'drama']"
Valkyrie Drive: Mermaid,16893,['action']
Miss Monochrome - The Animation- 2,16894,"['comedy', 'science fiction', 'slice of life']"
Aquarion Logos,16895,[]
Yowamushi Pedal,16896,['tournament']
Yowamushi Pedal Re:RIDE,16897,[]
High Speed! -Free! Starting Days-,16898,"['comedy', 'drama', 'tournament']"
Sushi and Beyond,16899,[]
Wakako-zake,16900,['slice of life']
Pikaia!,16902,[]
Sōsei no Aquarion Love,16903,[]
Noragami Aragoto,16906,"['action', 'comedy', 'drama', 'supernatural']"
ReLIFE,16917,"['comedy', 'drama', 'romance']"
Kagewani,16919,['horror']
Boruto: Naruto the Movie,16924,['action']
Bottom Biting Bug,16925,['comedy']
Teekyū,16926,['comedy']
Yo-kai Watch,16937,[]
The Asterisk War: The Academy City on the Water,16943,"['action', 'science fiction']"
The IDOLM@STER Cinderella Girls,16946,['drama']
Magical Somera-chan,16973,[]
Doukyusei -Classmates-,16977,"['drama', 'romance']"
Beyond the Boundary -I'LL BE HERE- Past,16980,[]
Long Riders!,16986,['tournament']
Typhoon Noruda,16989,[]
Dragon Ball Super,17006,"['action', 'fantasy', 'science fiction']"
Mushishi: Zoku-Shō: Suzu no Shizuku,17020,[]
Hero Company,17026,"['action', 'comedy']"
Chō Tanpen PreCure All Stars GoGo Dream Live!,17027,[]
Saki Biyori,17029,[]
Makura no Danshi,17031,['romance']
Minami-ke Natsuyasumi,17032,"['comedy', 'slice of life']"
Gakuen Handsome the Animation,17033,"['comedy', 'romance']"
Hacka Doll the Animation,17034,[]
Lovely Movie: Itoshi no Muco,17041,[]
Lovely Movie: Itoshi no Muco Season 2,17042,[]
Lovely Muuuuuuuco!,17043,"['comedy', 'slice of life']"
Classroom Crisis,17055,"['comedy', 'drama', 'romance', 'science fiction']"
Young Black Jack,17057,['drama']
Chivalry of a Failed Knight,17062,"['action', 'comedy', 'drama', 'fantasy', 'romance']"
Hundred,17063,"['action', 'comedy', 'science fiction']"
Undefeated Bahamut Chronicle,17064,"['fantasy', 'romance']"
Cream Lemon,17074,"['action', 'comedy', 'drama', 'erotica', 'fantasy', 'science fiction']"
Shin Cream Lemon,17075,[]
Cream Lemon Special DARK,17076,['horror']
Ami: Sore kara,17077,[]
Ami Image: Shiroi Kage,17078,[]
Zoku Kuronekoyakata,17079,[]
Shinseki Cream Lemon,17080,[]
Natsume Yūjin-Chō: Itsuka Yuki no Hi ni,17081,['slice of life']
Ai Yori Aoshi ~Enishi~ Miyuki,17082,['romance']
Beautiful Bones: Sakurako’s Investigation,17083,"['drama', 'mystery', 'thriller']"
Bikini Warriors,17084,"['comedy', 'fantasy']"
Hellsing: The Dawn,17085,[]
Yowamushi Pedal Re: ROAD,17087,['tournament']
Broken Blade,17090,"['action', 'drama', 'fantasy', 'science fiction']"
Asako Get You!!,17091,['slice of life']
Agriculture Angel Baraki,17092,[]
Queen's Blade: Grimoire,17118,[]
Hayate the Combat Butler!,17119,[]
Taboo Tattoo,17122,"['action', 'comedy', 'drama', 'magic']"
KonoSuba – God’s blessing on this wonderful world!!,17123,"['adventure', 'comedy', 'fantasy']"
Fafner EXODUS,17124,[]
Aikatsu! Music Award: Minna de Shō o Moraima SHOW!,17125,[]
Mobile Suit Gundam UC: Neo Zeong Strikes Odaiba!,17127,"['action', 'science fiction']"
Hitō Meguri Kakure Yu: Mao-hen,17133,['erotica']
Shin Hitō Meguri,17134,['erotica']
Hunter × Hunter,17135,[]
Wanna. SpartanSex Spermax!!!,17136,['erotica']
Karen Senki,17137,"['action', 'science fiction']"
D.C. I&II P.S.P. RE-ANIMATED,17142,['romance']
Yumekuri,17146,"['comedy', 'romance']"
Mole's Adventure,17149,"['adventure', 'science fiction']"
Blue Exorcist: Kuro Runs Away From Home,17150,[]
Koiito Kinenbi The Animation,17151,"['comedy', 'erotica', 'romance']"
Waisetsu Missile The Animation,17152,['erotica']
Venus Project: Climax,17153,"['science fiction', 'tournament']"
Tokyo Ghoul: Jack,17155,['horror']
Anti-Magic Academy: The 35th Test Platoon,17157,"['action', 'comedy', 'drama', 'fantasy']"
Ajin: Demi-Human - Compel,17176,['action']
In This Corner of the World,17177,['drama']
Haruchika – Haruta & Chika,17185,"['comedy', 'mystery', 'romance']"
Utawarerumono: The False Faces,17186,"['adventure', 'comedy', 'drama', 'fantasy']"
Yuruyuri Nachu Yachumi!+,17187,"['comedy', 'romance', 'slice of life']"
Kurayami Santa,17205,"['horror', 'supernatural']"
Kowabon,17206,['horror']
One Piece Episode of Sabo,17212,"['adventure', 'comedy', 'drama', 'fantasy']"
Pocket Monster XY Pikachu the Movie 1 Jikan Special,17213,[]
Yo-kai Watch: Enma Daioh to Itsutsu no Monogatari da Nyan!,17214,[]
Anime Kaijū Sakaba Kanpai!,17215,"['comedy', 'slice of life']"
SuzakiNishi THE ANIMATION,17216,"['comedy', 'slice of life']"
ERASED,17217,"['drama', 'mystery', 'psychological', 'thriller']"
Mushishi Zoku-Shō Tokubetsu-hen: Odoro no Michi,17219,[]
Anata o Zutto Aishiteru,17220,[]
Kaiketsu Zorori: Uchū no Yūsha-tachi,17221,[]
Air Bound,17222,[]
"Kinyoru, Abe Reiji - Heikin-teki Salaryman no Ijō na Nichijō",17223,"['comedy', 'slice of life']"
Ushio & Tora,17232,"['action', 'drama', 'supernatural']"
Inazuma Eleven: Chōjigen Dream Match,17234,[]
First Love Monster,17236,"['comedy', 'romance']"
Q Transformers: Saranaru Ninkimono e no Michi,17239,"['comedy', 'science fiction']"
"Rainy Cocoa, Welcome to Rainy Color",17241,"['comedy', 'slice of life']"
Yokohama Bakkure Tai,17253,['comedy']
Naked Wolves,17254,[]
Onsen Yōsei Hakone-chan,17255,"['comedy', 'supernatural']"
Persona 3 the Movie #4 Winter of Rebirth,17257,[]
Taiiku Sōko - Gym-kun to Yukai na Nakamatachi,17258,[]
Tarepanda,17259,[]
Concrete Revolutio,17260,"['action', 'drama', 'science fiction', 'supernatural']"
ClassicaLoid,17269,"['comedy', 'science fiction']"
Dimension W,17285,"['action', 'drama', 'science fiction']"
Mr. Osomatsu,17323,"['comedy', 'slice of life']"
Cyborg 009 Vs. Devilman,17324,['action']
Botchan,17326,['drama']
Servamp,17328,"['action', 'drama', 'supernatural']"
Mobile Suit Gundam: Iron-Blooded Orphans,17329,"['action', 'drama', 'science fiction']"
I've Always Liked You,17342,['romance']
A Ghost Story,17346,"['horror', 'supernatural']"
Growing Up,17347,"['drama', 'romance']"
Maihime,17348,"['drama', 'romance']"
Selector Destructed Wixoss,17349,[]
Re:ZERO -Starting Life in Another World-,17360,"['adventure', 'drama', 'fantasy', 'horror', 'mystery', 'psychological', 'romance', 'thriller']"
Go! Princess Pretty Cure the Movie Go! Go!! Gorgeous Triple Feature!!!,17361,[]
Futsū no Joshikōsei ga Locodol Yattemita,17362,[]
Kattobase! Dreamers ―Carp Tanjō Monogatari―,17363,[]
Eguchi Hisashi no Nantoka Naru Desho!,17365,[]
Azuki-chan,17366,[]
"Wake Up, Girls! Beyond the Bottom",17367,[]
Monster Strike the Animation,17368,"['action', 'magic', 'tournament']"
Anne-Happy,17372,"['comedy', 'slice of life']"
The Laws of the Universe Part 0,17373,[]
Tokyo Ghoul: Pinto,17375,[]
Ninku Knife no Bohyō,17384,[]
Comet Lucifer,17386,"['adventure', 'drama', 'fantasy', 'science fiction']"
Ogawa no Medaka,17395,[]
Osiris no Tenbin,17415,"['drama', 'supernatural']"
Flying Witch,17448,"['comedy', 'magic', 'slice of life']"
Attack on Titan: Junior High,17449,"['action', 'comedy']"
Di Gi Charat Tsuyu Special,17471,['comedy']
Di Gi Charat Kuchi Kara Bazooka,17474,[]
Aru Hi Inu no Kuni kara Tegami ga Kite,17479,[]
Tantei Team KZ Jiken Note,17480,['mystery']
Owari no Seraph,17481,"['action', 'drama', 'supernatural']"
Seraph of the End: Battle in Nagoya,17482,"['action', 'drama', 'supernatural']"
Shokugeki no Sōma: Takumi no Shitamachi Gassen,17483,[]
Komori-san Can't Decline,17485,[]
Nezumi no Densha～Nanatsu Ko-Nezumi Series 1,17486,[]
Initial D Legend 3: Dream,17511,[]
Phantasy Star Online 2: The Animation,17513,"['action', 'fantasy', 'romance', 'science fiction']"
And you thought there is never a girl online?,17514,"['comedy', 'romance']"
Garo: Crimson Moon,17526,"['action', 'fantasy']"
Kieta Akazukin-chan,17527,[]
Ryūjinnuma,17528,[]
The File of Young Kindaichi Returns,17530,['mystery']
Rainbow Days,17531,"['comedy', 'romance', 'slice of life']"
Gundam Stand at Jaburo,17533,"['action', 'comedy', 'science fiction']"
Joker Game,17534,"['drama', 'mystery', 'thriller']"
Kaiketsu Zorori,17536,[]
Sakura Capsule,17538,[]
Strike The Blood,17540,[]
Fist of the North Star: Strawberry Flavor,17542,[]
Teekyū,17543,['comedy']
Norn9,17552,"['drama', 'romance', 'science fiction']"
Tobidasu PriPara ~Miina de Mezase! Idol Grand Prix,17553,[]
Hikawa Maru Monogatari,17554,[]
Obocchama-kun,17556,['comedy']
Kami-sama Minarai: Himitsu no Cocotama,17557,"['comedy', 'fantasy', 'slice of life']"
Hantsu x Trash,17579,['comedy']
Haikyu!! VS Akaten,17580,[]
High School Fleet,17584,"['action', 'science fiction']"
Soreike! Anpanman: Mija to Mahō no Lamp,17585,[]
Anime De Training! Ex,17599,['slice of life']
Cardfight!! Vanguard G GIRS Crisis,17600,['tournament']
Mysteria Friends,17601,['fantasy']
Video Ehon-kan Sekai no Meisaku Dōwa,17602,[]
Video Ehon-kan Nihon Otogibanashi,17603,[]
Attack on Titan: Ilse's Notebook,17609,"['action', 'drama', 'fantasy', 'horror', 'psychological', 'thriller']"
Jyoshikousei no Koshitsuki,17611,"['erotica', 'romance']"
Nanchatte!,17612,[]
Onegai! Einzbern Sōdanshitsu,17613,['comedy']
Fate/Zero Café,17615,[]
Natsume Yūjin-Chō: Nyanko-sensei to Hajimete no Otsukai,17616,"['comedy', 'slice of life', 'supernatural']"
Mō Hitotsu no Mirai o.,17617,['science fiction']
Yowamushi Chinsengumi,17618,[]
WATAMOTE,17619,[]
Ryūsei Tenshi Prima Veil,17620,['erotica']
Ring ni Kakero 1 Pilot Film,17625,['tournament']
"Lily, Frogs, and Little Brother.",17626,"['adventure', 'fantasy']"
Dōshitemo Eto ni Hairitai,17627,[]
Miss Monochrome - The Animation- 3,17628,"['comedy', 'science fiction', 'slice of life']"
Peeping Life TV Season 1??,17629,['comedy']
Kyoufu! Zombie Neko,17630,[]
Durarara!!×2 Ten Gaiden!?,17631,[]
Ketsuekigata-kun! 3,17632,['comedy']
Neko no Dayan,17639,[]
Neko no Dayan: Nihon e Iku,17640,[]
Brave Beats,17643,['science fiction']
JK Meshi!,17644,['slice of life']
Owarimonogatari,17645,"['comedy', 'drama', 'mystery', 'supernatural']"
DD Fist of the North Star II,17646,['comedy']
Prince of Stride: Alternative,17647,['tournament']
Pokémon XY & Z,17650,[]
Pokémon: Mega Evolution Special I,17651,['action']
Pokémon: Mega Evolution Special II,17652,['action']
Pokémon: Mega Evolution Special III,17653,['action']
Pokémon: Mega Evolution Special IV,17654,['action']
RIN-NE 2,17656,"['action', 'comedy', 'supernatural']"
All That Gundam,17657,"['action', 'science fiction']"
Gekijōban Tantei Opera Milky Holmes: Gyakushū no Milky Holmes,17666,[]
Schwarzes Marken,17670,"['action', 'drama', 'science fiction']"
Ajin,17676,"['action', 'horror', 'supernatural', 'thriller']"
World Trigger,17677,['science fiction']
The Magic Lamp and the Moving Islands,17678,['adventure']
Gundam Reconguista in G: From the Past to the Future,17679,"['action', 'science fiction']"
Zeonic Toyota,17680,['science fiction']
Super Lovers,17681,"['comedy', 'drama', 'romance']"
Divine Gate,17685,"['adventure', 'fantasy']"
Assassination Classroom,17686,"['action', 'comedy', 'drama', 'science fiction']"
Magi: Adventure of Sinbad,17687,"['adventure', 'fantasy']"
The Seven Deadly Sins -Signs of Holy War-,17688,"['adventure', 'comedy', 'fantasy']"
Rewrite,17689,"['comedy', 'drama', 'romance', 'supernatural']"
Fate/kaleid liner Prisma☆Illya 3rei!!,17690,"['action', 'drama', 'magic']"
Shin ATASHIn'CHI,17691,"['comedy', 'slice of life']"
Wagamama High Spec,17692,"['comedy', 'romance']"
Bungo Stray Dogs,17693,"['action', 'comedy', 'drama', 'mystery', 'supernatural']"
KING OF PRISM by PrettyRhythm,17699,[]
Amanchu!,17700,"['comedy', 'slice of life']"
Active Raid,17703,"['action', 'science fiction']"
Yowamushi Pedal New Generation,17705,['tournament']
Kiznaiver,17706,"['comedy', 'drama', 'psychological', 'romance', 'science fiction']"
Kumamiko - Girl meets Bear,17714,"['comedy', 'slice of life']"
Dagashi Kashi,17723,"['comedy', 'romance', 'slice of life']"
Nanairo Kakumei,17724,[]
Myriad Colors Phantom World,17731,"['action', 'comedy', 'supernatural']"
"Grimgar, Ashes and Illusions",17732,"['adventure', 'drama', 'fantasy']"
Patalliro! Stardust Project,17737,['comedy']
Nurse Witch Komugi R,17743,"['comedy', 'magic']"
Bakuon!!,17745,[]
Kare Baka: Wagahai no Kare wa Baka de R,17747,['comedy']
Big Order,17750,"['action', 'comedy', 'drama', 'horror', 'magic', 'mystery', 'psychological', 'romance', 'thriller']"
Girls Beyond the Wasteland,17751,"['comedy', 'romance', 'slice of life']"
Sekkō Boys,17752,['comedy']
Fw:Hamatora,17753,[]
Kōkaku no Pandora,17754,['science fiction']
Alderamin on the Sky,17755,"['action', 'drama', 'fantasy']"
New Game!,17756,"['comedy', 'slice of life']"
Macross Delta,17762,"['action', 'drama', 'science fiction']"
Infinite Stratos 2: World Purge,17764,[]
Snow White with the Red Hair,17777,"['adventure', 'drama', 'fantasy', 'romance']"
Yamishibai: Japanese Ghost Stories,17778,"['horror', 'supernatural']"
Sanzoku Diary,17782,[]
My Hero Academia,17786,"['action', 'comedy', 'drama', 'science fiction']"
Please tell me! Galko-chan,17788,"['comedy', 'slice of life']"
Gekijō-ban Last Exile: Ginyoku no Fam Over the wishes,17789,[]
BBK/BRNK,17790,"['action', 'drama', 'science fiction']"
Terraformars Revenge,17793,"['action', 'horror', 'science fiction']"
Ojisan to Marshmallow,17794,"['comedy', 'romance']"
Ōya-san wa Shishunki!,17795,[]
Mahou Shoujo Nante Mouiidesukara.,17796,"['comedy', 'magic']"
Tonkatsu DJ Agetarō,17798,['comedy']
Mobile Suit Gundam Thunderbolt,17825,"['action', 'drama', 'science fiction']"
All Out!!,17826,['tournament']
One Piece Special – Adventure of Nebulandia,17827,"['adventure', 'comedy', 'drama', 'fantasy']"
Blame!,17828,"['adventure', 'science fiction']"
Reikenzan: Hoshikuzu-tachi no Utage,17829,"['adventure', 'comedy', 'fantasy']"
Tanaka-kun is Always Listless,17830,"['comedy', 'slice of life']"
GATE,17831,"['adventure', 'drama', 'fantasy']"
JoJo's Bizarre Adventure: Diamond Is Unbreakable,17832,"['action', 'supernatural']"
Luck & Logic,17833,['magic']
Fairy Tail Zero,17834,"['adventure', 'fantasy']"
Digimon Adventure tri.: Determination,17848,['adventure']
Detective Conan: The Darkest Nightmare,17873,[]
Meitantei Conan: Edogawa Conan Shissō Jiken -Chijō Saiaku no Futsukakan-,17874,[]
Twin Star Exorcists,17890,"['action', 'comedy', 'drama', 'romance', 'supernatural']"
Prison School,17891,"['action', 'comedy']"
Teekyū,17896,['comedy']
Pandora in the Crimson Shell: Ghost Urn,17897,"['action', 'comedy', 'science fiction']"
"Three Leaves, Three Colors",17908,"['comedy', 'slice of life']"
Hakuōki: Otogisōshi,17909,['comedy']
This Boy is a Professional Wizard,17910,"['magic', 'romance']"
Tabi Machi Late Show,17911,[]
Ketsuekigata-kun!,17920,[]
Ohenro,17921,[]
My Private Tutor,17924,['erotica']
Fairy in the Forest,17925,['erotica']
To Love-Ru -Trouble- Darkness,17936,[]
Qualidea Code,17937,"['action', 'science fiction']"
Koyomimonogatari,17938,[]
Kuromukuro,17947,"['action', 'drama', 'science fiction']"
Ace Attorney,17948,"['comedy', 'mystery']"
Kizumonogatari Part 2: Nekketsu,17949,[]
Ajin: Demi-Human - Confront,17950,[]
Shōnen Maid,17954,"['comedy', 'slice of life']"
Kodomo Keiji Memetan,17957,['comedy']
Jaku-San-Sei Million Arthur,17958,['comedy']
Bakuon!!,17959,"['comedy', 'slice of life']"
Sushi Police,17960,"['action', 'comedy', 'drama']"
Rilu Rilu Fairilu ~Yōsei no Door~,17961,['magic']
Maho Girls Precure!,17962,['magic']
Ganbare! Lulu Lolo - Tiny Twin Bears,17963,[]
Ganbare! Lulu Lolo - Tiny Twin Bears,17964,[]
Usakame,17972,"['comedy', 'slice of life']"
She and Her Cat -Everything Flows-,17980,[]
Love Live! Sunshine!!,17985,"['comedy', 'drama']"
DAYS,17986,"['comedy', 'drama', 'tournament']"
Pretty Guardian Sailor Moon Crystal: Season III,17987,"['action', 'drama', 'magic', 'romance']"
One Punch Man,17988,[]
One Punch Man: Road to Hero,17989,[]
Bottom Biting Bug,17990,[]
Haven't You Heard? I'm Sakamoto,17991,['comedy']
Beyblade Burst,17992,[]
Massugu ni Ikō: Melon Pan-hen,17994,['slice of life']
Kamiwaza Wanda,17995,"['science fiction', 'tournament']"
Eiga Precure All Stars: Minna de Utau Kiseki no Mahō!,17996,[]
Mysterious Joker Season 3,17998,['comedy']
Duel Masters Versus Revolution Final,17999,[]
The File of Young Kindaichi Returns: The File of Inspector Akechi,18000,['mystery']
Cerberus,18001,"['adventure', 'fantasy']"
Pan de Peace!,18002,"['comedy', 'slice of life']"
This Art Club Has a Problem!,18003,"['comedy', 'slice of life']"
Endride,18004,"['adventure', 'fantasy']"
Hybrid x Heart Magias Academy Ataraxia,18036,"['action', 'romance', 'science fiction']"
Idol Sister,18042,"['erotica', 'romance']"
Bonobono,18045,['comedy']
Shōnen Ashibe GO! GO! Goma-chan,18046,"['comedy', 'slice of life']"
100%,18048,"['comedy', 'romance']"
12-Sai: Chiccha na Mune no Tokimeki,18049,"['drama', 'romance']"
Noblesse: Awakening,18051,"['horror', 'supernatural']"
The Lost Village,18052,"['mystery', 'psychological', 'thriller']"
Space Patrol Luluco,18054,"['action', 'comedy', 'science fiction']"
Itachi Shinden,18055,[]
Poco's Udon World,18057,"['comedy', 'slice of life']"
Chalk-Iro no People,18059,['romance']
Fushigi na Kuni no Majoko,18060,"['comedy', 'fantasy']"
The Morose Mononokean,18061,"['comedy', 'slice of life', 'supernatural']"
Garo: Divine Flame,18062,[]
Accel World: Infinite Burst,18063,[]
Mob Psycho 100,18064,"['action', 'comedy', 'drama', 'psychological', 'supernatural']"
Concrete Revolutio: The Last Song,18065,"['action', 'drama', 'science fiction', 'supernatural']"
The Asterisk War: The Academy City on the Water,18068,"['action', 'science fiction', 'tournament']"
Tales of Zestiria the X,18072,"['adventure', 'drama', 'fantasy']"
Battle Spirits Double Drive,18073,[]
PriPara Mi~nna no Akogare Let's Go PriPari,18074,[]
Orange,18075,"['drama', 'romance']"
Onigiri,18076,"['adventure', 'comedy', 'fantasy']"
Black Butler: Book of the Atlantic,18077,[]
Cardfight!! Vanguard G Stride Gate-hen,18086,['tournament']
Mobile Suit Gundam Unicorn RE:0096,18087,"['action', 'drama', 'science fiction']"
Aikatsu Stars!,18088,[]
Kagewani -II-,18089,['horror']
PriPara,18090,[]
Meow Meow Japanese History,18092,['comedy']
Future Card Buddyfight Triple D,18111,[]
Food Wars! The Second Plate,18112,"['comedy', 'drama', 'tournament']"
One Piece Film Gold,18113,[]
Ninja Girl & Samurai Master,18115,['comedy']
Brave Witches,18118,"['action', 'magic', 'science fiction']"
Nameko: Sekai no Tomodachi,18121,"['comedy', 'fantasy', 'slice of life']"
Sweetness & Lightning,18122,"['comedy', 'slice of life']"
"Kiss Him, Not Me",18135,"['comedy', 'romance']"
The Ancient Magus' Bride: Those Awaiting a Star,18136,"['drama', 'magic']"
Handa-kun,18139,"['comedy', 'slice of life']"
Popin Q,18140,"['drama', 'magic']"
Sword Art Online the Movie: Ordinal Scale,18141,"['action', 'drama', 'fantasy', 'science fiction']"
Eromanga Sensei,18142,"['comedy', 'romance']"
The irregular at magic high school The Movie: The Girl Who Summons the Stars,18143,[]
Battery the Animation,18153,"['drama', 'tournament']"
RS Keikaku -Rebirth Storage-,18154,['science fiction']
Magic of Stella,18155,"['comedy', 'slice of life']"
Occultic;Nine,18156,"['comedy', 'drama', 'science fiction', 'supernatural']"
Danganronpa 3: The End of Hope's Peak High School: Future Arc,18159,"['action', 'drama', 'mystery', 'thriller']"
Berserk,18160,"['action', 'fantasy']"
March comes in like a lion,18166,"['comedy', 'drama', 'tournament']"
Magical Girl Raising Project,18167,"['action', 'drama', 'horror', 'magic', 'psychological', 'thriller']"
Natsume Yūjin-Chō Go,18168,"['drama', 'supernatural']"
91 Days,18169,"['action', 'drama', 'thriller']"
Ange Vierge,18170,"['action', 'fantasy', 'science fiction']"
your name.,18171,"['comedy', 'drama', 'romance', 'supernatural']"
Gekijō-ban Hibike! Euphonium: Kitauji Kōkō Suisōgaku-Bu e Yōkoso,18172,[]
Utano☆Princesama Legend Star,18173,['romance']
Cheer Boys!!,18174,"['drama', 'tournament']"
ISLAND,18175,[]
Digimon Adventure tri.: Confession,18176,['adventure']
Flip Flappers,18177,"['adventure', 'comedy', 'drama', 'fantasy', 'science fiction']"
Resident Evil: Vendetta,18178,[]
Tsukiuta. THE ANIMATION,18179,"['comedy', 'slice of life']"
Time Bokan 24,18180,"['comedy', 'science fiction']"
Drifters,18181,"['action', 'comedy', 'fantasy']"
Touken Ranbu: Hanamaru,18182,"['action', 'comedy', 'fantasy']"
B-PROJECT,18189,['romance']
Rage of Bahamut: Virgin Soul,18190,['fantasy']
Yuri!!! on Ice,18191,"['comedy', 'drama', 'tournament']"
Starmyu,18192,[]
D.Gray-man Hallow,18193,"['action', 'drama', 'psychological', 'supernatural']"
Nanbaka,18196,"['action', 'comedy', 'drama', 'psychological']"
The Heroic Legend of Arslan: Dust Storm Dance,18197,"['adventure', 'fantasy']"
Majestic Prince -Genetic Awakening-,18198,[]
Omoi no Kakera,18199,[]
Brotherhood: Final Fantasy XV,18200,[]
Kingsglaive: Final Fantasy XV,18201,[]
Crane Game Girls,18213,['comedy']
Scar-red Rider XechS,18214,"['action', 'science fiction']"
Bonobono,18220,[]
Bonobono: Kumomo no Ki no Koto,18221,[]
Ragnastrike Angels,18222,"['action', 'science fiction']"
CoCO & NiCO,18225,"['comedy', 'slice of life']"
Ahare! Meisaku-kun,18226,['comedy']
Pokémon the Movie: Volcanion and the Mechanical Marvel,18227,[]
Maken-Ki! It's Summer! It's Swimsuits! It's Training Camp!,18228,['comedy']
Fuzzy Lips,18230,['erotica']
Anonymous Noise,18232,"['drama', 'romance']"
The Highschool Life of a Fudanshi,18234,"['comedy', 'slice of life']"
Cute High Earth Defense Club LOVE! LOVE!,18235,"['comedy', 'magic', 'slice of life']"
Naze Ikiru: Rennyo Shōnin to Yoshizaki Enjō,18236,[]
Regalia: The Three Sacred Stars,18243,['science fiction']
Kantai Collection: KanColle,18245,[]
Danganronpa 3: The End of Hope's Peak High School: Despair Arc,18272,"['action', 'drama', 'mystery', 'thriller']"
GANTZ:O,18277,[]
planetarian,18280,"['drama', 'science fiction']"
planetarian: Hoshi no Hito,18282,[]
Buddy Go!,18330,[]
OZMAFIA!!,18331,"['comedy', 'fantasy']"
Mellow,18345,"['action', 'comedy']"
The Disastrous Life of Saiki K.,18401,"['comedy', 'slice of life', 'supernatural']"
WWW.WAGNARIA!!,18412,['comedy']
Keijo!!!!!!!!,18413,['tournament']
A-Size: Classmate,18418,['erotica']
Honobono Log,18428,[]
Kuroko's Basketball Winter Cup Highlights -Shadow and Light-,18429,[]
Puzzle & Dragons X,18430,[]
Monster Hunter Stories RIDE ON,18446,"['adventure', 'fantasy']"
Show By Rock!! Short!!,18447,"['comedy', 'slice of life']"
Crayon Shin-chan Bakusui! Yumemi World Dai Totsugeki,18450,[]
Kaze no Yō ni,18451,[]
Soreike! Anpanman Omocha no Hoshi no Nanda to Runda,18452,[]
Time Travel Girl,18455,['science fiction']
Trickster,18456,['mystery']
Bananya,18457,"['comedy', 'slice of life']"
Active Raid Second,18458,"['action', 'science fiction']"
Haikyu!!,18459,['tournament']
ACCA: 13-Territory Inspection Dept.,18461,"['adventure', 'drama', 'mystery', 'science fiction', 'thriller']"
Naria Girls,18463,['comedy']
Ajin: Demi-Human - Collide,18465,[]
Ajin,18466,"['action', 'horror', 'supernatural', 'thriller']"
Magic-kyun! Renaissance,18467,"['magic', 'romance']"
Lupin III Italian Game,18469,[]
Onnanoko Monogatari,18473,[]
Doraemon the Movie: Nobita and the Birth of Japan 2016,18475,"['adventure', 'science fiction']"
Ryōkan-san,18476,[]
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Dai-bōken,18477,[]
Hitori no Shita - the outcast,18478,"['action', 'horror']"
Project Itoh,18480,[]
My Hero Academia,18485,"['action', 'comedy', 'drama', 'science fiction', 'tournament']"
Little Witch Academia,18486,"['adventure', 'comedy', 'magic']"
Colorful Ninja Iromaki,18488,['magic']
GraP & RodeO,18489,['comedy']
GraP & RodeO,18490,['comedy']
UTOPA,18491,[]
Kacchikenee,18492,[]
Kaze no Matasaburō,18493,[]
Mobile Suit Gundam Thunderbolt: December Sky,18494,"['action', 'drama', 'science fiction']"
Izetta: The Last Witch,18506,"['action', 'drama', 'magic']"
Toukiden 2,18507,[]
Blue Exorcist: Kyoto Saga,18528,['supernatural']
Show By Rock!!#,18546,"['comedy', 'fantasy']"
Aikatsu Stars!,18547,[]
Aikatsu! ~Nerawareta Mahō no Aikatsu! Card~,18548,[]
Chobitto-Zukan,18555,['comedy']
Chaos;Child,18556,"['horror', 'psychological']"
Scorching Ping Pong Girls,18557,"['comedy', 'tournament']"
Sound! Euphonium 2,18558,['drama']
One Piece: Heart of Gold,18559,"['adventure', 'fantasy']"
Gundam Build Fighters Try Island Wars,18581,"['action', 'comedy', 'science fiction', 'tournament']"
Mobile Suit Gundam: Iron-Blooded Orphans,18586,"['action', 'drama', 'science fiction']"
The Moment You Fall in Love,18587,[]
Matoi the Sacred Slayer,18588,"['action', 'drama', 'supernatural']"
Eiga Mahō Tsukai Precure! Kiseki no Henshin! Cure Mofurun!,18589,[]
Isōrō Tengoku,18633,"['comedy', 'erotica', 'romance']"
Nazotokine,18634,['mystery']
Persona 5 the Animation -The Day Breakers-,18635,[]
Digimon Universe: Appli Monsters,18636,['tournament']
Tiger Mask W,18637,['tournament']
Twin Angels BREAK,18662,[]
Yowamushi Pedal: Spare Bike,18663,[]
ViVid Strike!,18664,"['action', 'drama', 'magic', 'tournament']"
Dream Festival!,18665,[]
